id,rating,user
http://allrecipes.com/recipe/6681/sys-challah/,,
http://allrecipes.com/recipe/6681/sys-challah/,stars stars-4,"  joshuabakes 
                         "
http://allrecipes.com/recipe/6681/sys-challah/,stars stars-5,"  SAKRMK 
                         "
http://allrecipes.com/recipe/6681/sys-challah/,stars stars-5,"  CARMAJAR 
                         "
http://allrecipes.com/recipe/6681/sys-challah/,stars stars-5,"  EAKE 
                         "
http://allrecipes.com/recipe/6681/sys-challah/,stars stars-4,"  JCONNER 
                         "
http://allrecipes.com/recipe/6681/sys-challah/,stars stars-5,"  Tara Jill Emerson 
                         "
http://allrecipes.com/recipe/6681/sys-challah/,stars stars-5,"  MomZilla (Evin) 
                         "
http://allrecipes.com/recipe/6681/sys-challah/,stars stars-5,"  LALEWIS228 
                         "
http://allrecipes.com/recipe/6681/sys-challah/,stars stars-5,"  juice 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,,
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-5,"  GramCracker 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-3,"  Brandy 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,,
http://allrecipes.com/recipe/6682/onion-bread-i/,,
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-5,"  GramCracker 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-3,"  Brandy 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-5,"  ashleyt 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-5,"  MOLLE888 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-5,"  Sarah Peck 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-5,"  Tamara 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-5,"  Kathleen 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-4,"  Sarah Jo 
                         "
http://allrecipes.com/recipe/6682/onion-bread-i/,stars stars-4,"  michelemybell 
                         "
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,,
http://allrecipes.com/recipe/6684/italian-bread-i/,,
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  BLCROWE 
                         "
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-3,"  DiablosMom 
                         "
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,,
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,,
http://allrecipes.com/recipe/6680/pumpkin-bread-i/,stars stars-5,"  BLCROWE 
                         "
